A2M PROC
PRKACB CYP19A1
PRKACB CYP24A1
PRKACB CYP27B1
PRKACB EHMT1
PRKACB EHMT2
PRKACB ESR1
PRKACB ESR2
PRKACB EZR
PRKACB FOS
PRKACB FOXO1
PRKACB FOXO3
PRKACB FXYD1
PRKACB FXYD2
PRKACB GABARAP
PRKACB GABARAPL1
PRKACB GABARAPL2
PRKACB GJA1
PRKACB GJD2
PRKACB GLI1
PRKACB GLI2
PRKACB GLI3
PRKACB GNAI1
PRKACB GNAI2
PRKACB GNAI3
PRKACB GNAO1
PRKACB GNB1
PRKACB GNB2
PRKACB GNB3
PRKACB GNB4
PRKACB GNB5
PRKACB GNG10
PRKACB GNG11
PRKACB GNG12
PRKACB GNG13
PRKACB GNG2
PRKACB GNG3
PRKACB GNG4
PRKACB GNG5
PRKACB GNG7
PRKACB GNG8
PRKACB GNGT1
PRKACB GNGT2
PRKACB GRIA1
PRKACB GRIA2
PRKACB GRIA3
PRKACB GRIA4
PRKACB GRIN1
PRKACB GRIN2A
PRKACB GRIN2B
PRKACB GRIN2C
PRKACB GRIN2D
PRKACB GRIN3A
PRKACB GRIN3B
PRKACB GSK3B
PRKACB GYS1
PRKACB GYS2
PRKACB HSD17B1
PRKACB HSD17B2
PRKACB HSD17B7
PRKACB HSD3B1
PRKACB HSD3B2
PRKACB ITPR1
PRKACB ITPR2
PRKACB ITPR3
PRKACB JUN
PRKACB KCNE1
PRKACB KCNJ3
PRKACB KCNJ5
PRKACB KCNJ6
PRKACB KCNJ9
PRKACB KCNK2
PRKACB KCNMA1
PRKACB KCNMB1
PRKACB KCNMB2
PRKACB KCNMB3
PRKACB KCNMB4
PRKACB KCNQ1
PRKACB KCNU1
PRKACB KDM3A
PRKACB KDM3B
PRKACB LIPE
PRKACB LOC102723532
PRKACB LOC105369274
PRKACB LOC107987545
PRKACB LOC112268384
PRKACB MAP2K1
PRKACB MAP2K2
PRKACB MAP3K5
PRKACB MAPK1
PRKACB MAPK10
PRKACB MAPK11
PRKACB MAPK12
PRKACB MAPK13
PRKACB MAPK14
PRKACB MAPK3
PRKACB MAPK8
PRKACB MAPK9
PRKACB MED1
PRKACB MEF2A
PRKACB MEF2C
PRKACB MEF2D
PRKACB MYLK
PRKACB MYLK2
PRKACB MYLK3
PRKACB MYLK4
PRKACB NACA
PRKACB NCOA3
PRKACB ND1
PRKACB ND2
PRKACB ND3
PRKACB ND4
PRKACB ND4L
PRKACB ND5
PRKACB ND6
PRKACB NDUFA1
PRKACB NDUFA10
PRKACB NDUFA11
PRKACB NDUFA12
PRKACB NDUFA13
PRKACB NDUFA2
PRKACB NDUFA3
PRKACB NDUFA4
PRKACB NDUFA4L2
PRKACB NDUFA5
PRKACB NDUFA6
PRKACB NDUFA7
PRKACB NDUFA8
PRKACB NDUFA9
PRKACB NDUFAB1
PRKACB NDUFB1
PRKACB NDUFB10
PRKACB NDUFB11
PRKACB NDUFB2
PRKACB NDUFB3
PRKACB NDUFB4
PRKACB NDUFB5
PRKACB NDUFB6
PRKACB NDUFB7
PRKACB NDUFB8
PRKACB NDUFB9
PRKACB NDUFC1
PRKACB NDUFC2
PRKACB NDUFC2-KCTD14
PRKACB NDUFS1
PRKACB NDUFS2
PRKACB NDUFS3
PRKACB NDUFS4
PRKACB NDUFS5
PRKACB NDUFS6
PRKACB NDUFS7
PRKACB NDUFS8
PRKACB NDUFV1
PRKACB NDUFV2
PRKACB NDUFV3
PRKACB NFATC1
PRKACB NFKBIA
PRKACB NR4A1
PRKACB NR4A2
PRKACB NR5A1
PRKACB OR10A2
PRKACB OR10A3
PRKACB OR10A4
PRKACB OR10A5
PRKACB OR10A6
PRKACB OR10A7
PRKACB OR10AC1
PRKACB OR10AD1
PRKACB OR10AG1
PRKACB OR10C1
PRKACB OR10D3
PRKACB OR10G2
PRKACB OR10G3
PRKACB OR10G4
PRKACB OR10G6
PRKACB OR10G7
PRKACB OR10G8
PRKACB OR10G9
PRKACB OR10H1
PRKACB OR10H2
PRKACB OR10H3
PRKACB OR10H4
PRKACB OR10H5
PRKACB OR10J1
PRKACB OR10J3
PRKACB OR10J4
PRKACB OR10J5
PRKACB OR10K1
PRKACB OR10K2
PRKACB OR10P1
PRKACB OR10Q1
PRKACB OR10R2
PRKACB OR10S1
PRKACB OR10T2
PRKACB OR10V1
PRKACB OR10W1
PRKACB OR10X1
PRKACB OR10Z1
PRKACB OR11A1
PRKACB OR11G2
PRKACB OR11H1
PRKACB OR11H12
PRKACB OR11H2
PRKACB OR11H4
PRKACB OR11H6
PRKACB OR11H7
PRKACB OR11L1
PRKACB OR12D1
PRKACB OR12D2
PRKACB OR12D3
PRKACB OR13A1
PRKACB OR13C2
PRKACB OR13C3
PRKACB OR13C4
PRKACB OR13C5
PRKACB OR13C8
PRKACB OR13C9
PRKACB OR13D1
PRKACB OR13F1
PRKACB OR13G1
PRKACB OR13H1
PRKACB OR13J1
PRKACB OR14A16
PRKACB OR14A2
PRKACB OR14C36
PRKACB OR14I1
PRKACB OR14J1
PRKACB OR14K1
PRKACB OR1A1
PRKACB OR1A2
PRKACB OR1B1
PRKACB OR1C1
PRKACB OR1D2
PRKACB OR1D4
PRKACB OR1D5
PRKACB OR1E1
PRKACB OR1E2
PRKACB OR1E3
PRKACB OR1F1
PRKACB OR1F12
PRKACB OR1G1
PRKACB OR1I1
PRKACB OR1J1
PRKACB OR1J2
PRKACB OR1J4
PRKACB OR1K1
PRKACB OR1L1
PRKACB OR1L3
PRKACB OR1L4
PRKACB OR1L6
PRKACB OR1L8
PRKACB OR1M1
PRKACB OR1N1
PRKACB OR1N2
PRKACB OR1Q1
PRKACB OR1S1
PRKACB OR1S2
PRKACB OR2A1
PRKACB OR2A12
PRKACB OR2A14
PRKACB OR2A2
PRKACB OR2A25
PRKACB OR2A4
PRKACB OR2A42
PRKACB OR2A5
PRKACB OR2A7
PRKACB OR2AE1
PRKACB OR2AG1
PRKACB OR2AG2
PRKACB OR2AJ1
PRKACB OR2AK2
PRKACB OR2AP1
PRKACB OR2AT4
PRKACB OR2B11
PRKACB OR2B2
PRKACB OR2B3
PRKACB OR2B6
PRKACB OR2C1
PRKACB OR2C3
PRKACB OR2D2
PRKACB OR2D3
PRKACB OR2F1
PRKACB OR2F2
PRKACB OR2G2
PRKACB OR2G3
PRKACB OR2G6
PRKACB OR2H1
PRKACB OR2H2
PRKACB OR2J1
PRKACB OR2J2
PRKACB OR2J3
PRKACB OR2K2
PRKACB OR2L13
PRKACB OR2L2
PRKACB OR2L3
PRKACB OR2L5
PRKACB OR2L8
PRKACB OR2M2
PRKACB OR2M3
PRKACB OR2M4
PRKACB OR2M5
PRKACB OR2M7
PRKACB OR2S2
PRKACB OR2T1
PRKACB OR2T10
PRKACB OR2T11
PRKACB OR2T12
PRKACB OR2T2
PRKACB OR2T27
PRKACB OR2T29
PRKACB OR2T3
PRKACB OR2T33
PRKACB OR2T34
PRKACB OR2T35
PRKACB OR2T4
PRKACB OR2T5
PRKACB OR2T6
PRKACB OR2T7
PRKACB OR2T8
PRKACB OR2V1
PRKACB OR2V2
PRKACB OR2W1
PRKACB OR2W3
PRKACB OR2W5
PRKACB OR2Y1
PRKACB OR2Z1
PRKACB OR3A1
PRKACB OR3A2
PRKACB OR3A3
PRKACB OR4A15
PRKACB OR4A16
PRKACB OR4A47
PRKACB OR4A5
PRKACB OR4B1
PRKACB OR4C11
PRKACB OR4C12
PRKACB OR4C13
PRKACB OR4C15
PRKACB OR4C16
PRKACB OR4C3
PRKACB OR4C45
PRKACB OR4C46
PRKACB OR4C5
PRKACB OR4C6
PRKACB OR4D1
PRKACB OR4D10
PRKACB OR4D11
PRKACB OR4D2
PRKACB OR4D5
PRKACB OR4D6
PRKACB OR4D9
PRKACB OR4E1
PRKACB OR4E2
PRKACB OR4F15
PRKACB OR4F16
PRKACB OR4F17
PRKACB OR4F21
PRKACB OR4F29
PRKACB OR4F3
PRKACB OR4F4
PRKACB OR4F5
PRKACB OR4F6
PRKACB OR4K1
PRKACB OR4K13
PRKACB OR4K14
PRKACB OR4K15
PRKACB OR4K17
PRKACB OR4K2
PRKACB OR4K3
PRKACB OR4K5
PRKACB OR4L1
PRKACB OR4M1
PRKACB OR4M2
PRKACB OR4N2
PRKACB OR4N4
PRKACB OR4N5
PRKACB OR4P4
PRKACB OR4Q2
PRKACB OR4Q3
PRKACB OR4S1
PRKACB OR4S2
PRKACB OR4X1
PRKACB OR4X2
PRKACB OR51A2
PRKACB OR51A4
PRKACB OR51A7
PRKACB OR51B2
PRKACB OR51B4
PRKACB OR51B5
PRKACB OR51B6
PRKACB OR51D1
PRKACB OR51E1
PRKACB OR51E2
PRKACB OR51F1
PRKACB OR51F2
PRKACB OR51G1
PRKACB OR51G2
PRKACB OR51H1
PRKACB OR51I1
PRKACB OR51I2
PRKACB OR51J1
PRKACB OR51L1
PRKACB OR51M1
PRKACB OR51Q1
PRKACB OR51S1
PRKACB OR51T1
PRKACB OR51V1
PRKACB OR52A1
PRKACB OR52A5
PRKACB OR52B2
PRKACB OR52B4
PRKACB OR52B6
PRKACB OR52D1
PRKACB OR52E1
PRKACB OR52E2
PRKACB OR52E4
PRKACB OR52E5
PRKACB OR52E6
PRKACB OR52E8
PRKACB OR52H1
PRKACB OR52I1
PRKACB OR52I2
PRKACB OR52J3
PRKACB OR52K1
PRKACB OR52K2
PRKACB OR52L1
PRKACB OR52M1
PRKACB OR52N1
PRKACB OR52N2
PRKACB OR52N4
PRKACB OR52N5
PRKACB OR52R1
PRKACB OR52W1
PRKACB OR52Z1
PRKACB OR56A1
PRKACB OR56A3
PRKACB OR56A4
PRKACB OR56A5
PRKACB OR56B1
PRKACB OR56B4
PRKACB OR5A1
PRKACB OR5A2
PRKACB OR5AC2
PRKACB OR5AK2
PRKACB OR5AL1
PRKACB OR5AN1
PRKACB OR5AP2
PRKACB OR5AR1
PRKACB OR5AS1
PRKACB OR5AU1
PRKACB OR5B12
PRKACB OR5B17
PRKACB OR5B2
PRKACB OR5B21
PRKACB OR5B3
PRKACB OR5C1
PRKACB OR5D13
PRKACB OR5D14
PRKACB OR5D16
PRKACB OR5D18
PRKACB OR5F1
PRKACB OR5H1
PRKACB OR5H14
PRKACB OR5H15
PRKACB OR5H2
PRKACB OR5H6
PRKACB OR5I1
PRKACB OR5J2
PRKACB OR5K1
PRKACB OR5K2
PRKACB OR5K3
PRKACB OR5K4
PRKACB OR5L1
PRKACB OR5L2
PRKACB OR5M1
PRKACB OR5M10
PRKACB OR5M11
PRKACB OR5M3
PRKACB OR5M8
PRKACB OR5M9
PRKACB OR5P2
PRKACB OR5P3
PRKACB OR5R1
PRKACB OR5T1
PRKACB OR5T2
PRKACB OR5T3
PRKACB OR5V1
PRKACB OR5W2
PRKACB OR6A2
PRKACB OR6B1
PRKACB OR6B2
PRKACB OR6B3
PRKACB OR6C1
PRKACB OR6C2
PRKACB OR6C3
PRKACB OR6C4
PRKACB OR6C6
PRKACB OR6C65
PRKACB OR6C68
PRKACB OR6C70
PRKACB OR6C74
PRKACB OR6C75
PRKACB OR6C76
PRKACB OR6F1
PRKACB OR6J1
PRKACB OR6K2
PRKACB OR6K3
PRKACB OR6K6
PRKACB OR6M1
PRKACB OR6N1
PRKACB OR6N2
PRKACB OR6P1
PRKACB OR6Q1
PRKACB OR6S1
PRKACB OR6T1
PRKACB OR6V1
PRKACB OR6X1
PRKACB OR6Y1
PRKACB OR7A10
PRKACB OR7A17
PRKACB OR7A5
PRKACB OR7C1
PRKACB OR7C2
PRKACB OR7D2
PRKACB OR7D4
PRKACB OR7E24
PRKACB OR7G1
PRKACB OR7G2
PRKACB OR7G3
PRKACB OR8A1
PRKACB OR8B12
PRKACB OR8B2
PRKACB OR8B3
PRKACB OR8B4
PRKACB OR8B8
PRKACB OR8D1
PRKACB OR8D2
PRKACB OR8D4
PRKACB OR8G1
PRKACB OR8G2P
PRKACB OR8G5
PRKACB OR8H1
PRKACB OR8H2
PRKACB OR8H3
PRKACB OR8I2
PRKACB OR8J1
PRKACB OR8J3
PRKACB OR8K1
PRKACB OR8K3
PRKACB OR8K5
PRKACB OR8S1
PRKACB OR8U1
PRKACB OR8U8
PRKACB OR8U9
PRKACB OR9A2
PRKACB OR9A4
PRKACB OR9G1
PRKACB OR9G4
PRKACB OR9G9
PRKACB OR9I1
PRKACB OR9K2
PRKACB OR9Q1
PRKACB OR9Q2
PRKACB ORAI1
PRKACB PAX8
PRKACB PBX1
PRKACB PDE10A
PRKACB PDE3A
PRKACB PDE3B
PRKACB PDE4A
PRKACB PDE4B
PRKACB PDE4C
PRKACB PDE4D
PRKACB PDX1
PRKACB PFKFB1
PRKACB PKM
PRKACB PLIN1
PRKACB PLN
PRKACB PPARA
PRKACB PPP1R1A
PRKACB PPP1R1B
PRKACB PPP4C
PRKACB PPP4R3A
PRKACB PPP4R3B
PRKACB PRKAA1
PRKACB PRKAA2
PRKACB PRKAB1
PRKACB PRKAB2
PRKACB PRKAG1
PRKACB PRKAG2
PRKACB PRKAG3
PRKACB PSEN1
PRKACB PTK2
PRKACB RAF1
PRKACB RAP1A
PRKACB RAP1B
PRKACB RASGRF1
PRKACB RASGRF2
PRKACB RHOA
PRKACB RPS6KA5
PRKACB RPS6KB1
PRKACB RPS6KB2
PRKACB RUNX2
PRKACB RYR2
PRKACB SCN1A
PRKACB SCN1B
PRKACB SCN4B
PRKACB SCN5A
PRKACB SCN7A
PRKACB SIK2
PRKACB SLC8A1
PRKACB SLC8A2
PRKACB SLC8A3
PRKACB SLC9A1
PRKACB SLC9A3R1
PRKACB SOX9
PRKACB SP1
PRKACB STAR
PRKACB TNNI3
PRKACB TPTEP2-CSNK1E
PRKACB TRPM8
PRKACB TRPV1
PRKACB TRPV4
PRKACB TRPV5
PRKACB TTF1
PRKACB TTF2
PRKACB ULK1
PRKACB ULK2
PRKACB VAMP2
PRKACB VASP
PRKACG ABCC8
PRKACG ADCY1
PRKACG ADCY2
PRKACG ADCY3
PRKACG ADCY4
PRKACG ADCY5
PRKACG ADCY6
PRKACG ADCY7
PRKACG ADCY8
PRKACG ADCY9
PRKACG AKR1C3
PRKACG AKT1S1
PRKACG AQP2
PRKACG ARAF
PRKACG ARHGDIA
PRKACG ARHGDIB
PRKACG ARHGDIG
PRKACG ATF2
PRKACG ATF4
PRKACG ATF6B
PRKACG ATG13
PRKACG ATP1A1
PRKACG ATP1A2
PRKACG ATP1A3
PRKACG ATP1A4
PRKACG ATP1B1
PRKACG ATP1B2
PRKACG ATP1B3
PRKACG ATP1B4
PRKACG ATP2B1
PRKACG ATP2B2
PRKACG ATP2B3
PRKACG ATP2B4
PRKACG BAD
PRKACG BAX
PRKACG BRAF
PRKACG CACNA1C
PRKACG CACNA1D
PRKACG CACNA1F
PRKACG CACNA1S
PRKACG CACNA2D1
PRKACG CACNA2D2
PRKACG CACNA2D3
PRKACG CACNA2D4
PRKACG CACNB1
PRKACG CACNB2
PRKACG CACNB3
PRKACG CACNB4
PRKACG CACNG1
PRKACG CACNG2
PRKACG CACNG3
PRKACG CACNG4
PRKACG CACNG5
PRKACG CACNG6
PRKACG CACNG7
PRKACG CACNG8
PRKACG CARM1
PRKACG CDC25C
PRKACG CFTR
PRKACG CREB1
PRKACG CREB3
PRKACG CREB3L1
PRKACG CREB3L2
PRKACG CREB3L3
PRKACG CREB3L4
PRKACG CREB5
PRKACG CSNK1A1
PRKACG CSNK1A1L
PRKACG CSNK1D
PRKACG CSNK1E
PRKACG CSNK1G1
PRKACG CSNK1G2
PRKACG CSNK1G3
PRKACG CTNNB1
PRKACG CYP17A1
PRKACG CYP19A1
PRKACG CYP24A1
PRKACG CYP27B1
PRKACG EHMT1
PRKACG EHMT2
PRKACG ESR1
PRKACG ESR2
PRKACG EZR
PRKACG FOS
PRKACG FOXO1
PRKACG FOXO3
PRKACG FXYD1
PRKACG FXYD2
PRKACG GABARAP
PRKACG GABARAPL1
PRKACG GABARAPL2
PRKACG GJA1
PRKACG GJD2
PRKACG GLI1
PRKACG GLI2
PRKACG GLI3
PRKACG GNAI1
PRKACG GNAI2
PRKACG GNAI3
PRKACG GNAO1
PRKACG GNB1
PRKACG GNB2
PRKACG GNB3
PRKACG GNB4
PRKACG GNB5
PRKACG GNG10
PRKACG GNG11
PRKACG GNG12
PRKACG GNG13
PRKACG GNG2
PRKACG GNG3
PRKACG GNG4
PRKACG GNG5
PRKACG GNG7
PRKACG GNG8
PRKACG GNGT1
PRKACG GNGT2
PRKACG GRIA1
PRKACG GRIA2
PRKACG GRIA3
PRKACG GRIA4
PRKACG GRIN1
PRKACG GRIN2A
PRKACG GRIN2B
PRKACG GRIN2C
PRKACG GRIN2D
PRKACG GRIN3A
PRKACG GRIN3B
PRKACG GSK3B
PRKACG GYS1
PRKACG GYS2
PRKACG HSD17B1
PRKACG HSD17B2
PRKACG HSD17B7
PRKACG HSD3B1
PRKACG HSD3B2
PRKACG ITPR1
PRKACG ITPR2
PRKACG ITPR3
PRKACG JUN
PRKACG KCNE1
PRKACG KCNJ3
PRKACG KCNJ5
PRKACG KCNJ6
PRKACG KCNJ9
PRKACG KCNK2
PRKACG KCNMA1
PRKACG KCNMB1
PRKACG KCNMB2
PRKACG KCNMB3
PRKACG KCNMB4
PRKACG KCNQ1
PRKACG KCNU1
PRKACG KDM3A
PRKACG KDM3B
PRKACG LIPE
PRKACG LOC102723532
PRKACG LOC105369274
PRKACG LOC107987545
PRKACG LOC112268384
PRKACG MAP2K1
PRKACG MAP2K2
PRKACG MAP3K5
PRKACG MAPK1
PRKACG MAPK10
PRKACG MAPK11
PRKACG MAPK12
PRKACG MAPK13
PRKACG MAPK14
PRKACG MAPK3
PRKACG MAPK8
PRKACG MAPK9
PRKACG MED1
PRKACG MEF2A
PRKACG MEF2C
PRKACG MEF2D
PRKACG MYLK
PRKACG MYLK2
PRKACG MYLK3
PRKACG MYLK4
PRKACG NACA
PRKACG NCOA3
PRKACG ND1
PRKACG ND2
PRKACG ND3
PRKACG ND4
PRKACG ND4L
PRKACG ND5
PRKACG ND6
PRKACG NDUFA1
PRKACG NDUFA10
PRKACG NDUFA11
PRKACG NDUFA12
PRKACG NDUFA13
PRKACG NDUFA2
PRKACG NDUFA3
PRKACG NDUFA4
PRKACG NDUFA4L2
PRKACG NDUFA5
PRKACG NDUFA6
PRKACG NDUFA7
PRKACG NDUFA8
PRKACG NDUFA9
PRKACG NDUFAB1
PRKACG NDUFB1
PRKACG NDUFB10
PRKACG NDUFB11
PRKACG NDUFB2
PRKACG NDUFB3
PRKACG NDUFB4
PRKACG NDUFB5
PRKACG NDUFB6
PRKACG NDUFB7
PRKACG NDUFB8
PRKACG NDUFB9
PRKACG NDUFC1
PRKACG NDUFC2
PRKACG NDUFC2-KCTD14
PRKACG NDUFS1
PRKACG NDUFS2
PRKACG NDUFS3
PRKACG NDUFS4
PRKACG NDUFS5
PRKACG NDUFS6
PRKACG NDUFS7
PRKACG NDUFS8
PRKACG NDUFV1
PRKACG NDUFV2
PRKACG NDUFV3
PRKACG NFATC1
PRKACG NFKBIA
PRKACG NR4A1
PRKACG NR4A2
PRKACG NR5A1
PRKACG OR10A2
PRKACG OR10A3
PRKACG OR10A4
PRKACG OR10A5
PRKACG OR10A6
PRKACG OR10A7
PRKACG OR10AC1
PRKACG OR10AD1
PRKACG OR10AG1
PRKACG OR10C1
PRKACG OR10D3
PRKACG OR10G2
PRKACG OR10G3
PRKACG OR10G4
PRKACG OR10G6
PRKACG OR10G7
PRKACG OR10G8
PRKACG OR10G9
PRKACG OR10H1
PRKACG OR10H2
PRKACG OR10H3
PRKACG OR10H4
PRKACG OR10H5
PRKACG OR10J1
PRKACG OR10J3
PRKACG OR10J4
PRKACG OR10J5
PRKACG OR10K1
PRKACG OR10K2
PRKACG OR10P1
PRKACG OR10Q1
PRKACG OR10R2
PRKACG OR10S1
PRKACG OR10T2
PRKACG OR10V1
PRKACG OR10W1
PRKACG OR10X1
PRKACG OR10Z1
PRKACG OR11A1
PRKACG OR11G2
PRKACG OR11H1
PRKACG OR11H12
PRKACG OR11H2
PRKACG OR11H4
PRKACG OR11H6
PRKACG OR11H7
PRKACG OR11L1
PRKACG OR12D1
PRKACG OR12D2
PRKACG OR12D3
PRKACG OR13A1
PRKACG OR13C2
PRKACG OR13C3
PRKACG OR13C4
PRKACG OR13C5
PRKACG OR13C8
PRKACG OR13C9
PRKACG OR13D1
PRKACG OR13F1
PRKACG OR13G1
PRKACG OR13H1
PRKACG OR13J1
PRKACG OR14A16
PRKACG OR14A2
PRKACG OR14C36
PRKACG OR14I1
PRKACG OR14J1
PRKACG OR14K1
PRKACG OR1A1
PRKACG OR1A2
PRKACG OR1B1
PRKACG OR1C1
PRKACG OR1D2
PRKACG OR1D4
PRKACG OR1D5
PRKACG OR1E1
PRKACG OR1E2
PRKACG OR1E3
PRKACG OR1F1
PRKACG OR1F12
PRKACG OR1G1
PRKACG OR1I1
PRKACG OR1J1
PRKACG OR1J2
PRKACG OR1J4
PRKACG OR1K1
PRKACG OR1L1
PRKACG OR1L3
PRKACG OR1L4
PRKACG OR1L6
PRKACG OR1L8
PRKACG OR1M1
PRKACG OR1N1
PRKACG OR1N2
PRKACG OR1Q1
PRKACG OR1S1
PRKACG OR1S2
PRKACG OR2A1
PRKACG OR2A12
PRKACG OR2A14
PRKACG OR2A2
PRKACG OR2A25
PRKACG OR2A4
PRKACG OR2A42
PRKACG OR2A5
PRKACG OR2A7
PRKACG OR2AE1
PRKACG OR2AG1
PRKACG OR2AG2
PRKACG OR2AJ1
PRKACG OR2AK2
PRKACG OR2AP1
PRKACG OR2AT4
PRKACG OR2B11
PRKACG OR2B2
PRKACG OR2B3
PRKACG OR2B6
PRKACG OR2C1
PRKACG OR2C3
PRKACG OR2D2
PRKACG OR2D3
PRKACG OR2F1
PRKACG OR2F2
PRKACG OR2G2
PRKACG OR2G3
PRKACG OR2G6
PRKACG OR2H1
PRKACG OR2H2
PRKACG OR2J1
PRKACG OR2J2
PRKACG OR2J3
PRKACG OR2K2
PRKACG OR2L13
PRKACG OR2L2
PRKACG OR2L3
PRKACG OR2L5
PRKACG OR2L8
PRKACG OR2M2
PRKACG OR2M3
PRKACG OR2M4
PRKACG OR2M5
PRKACG OR2M7
PRKACG OR2S2
PRKACG OR2T1
PRKACG OR2T10
PRKACG OR2T11
PRKACG OR2T12
PRKACG OR2T2
PRKACG OR2T27
PRKACG OR2T29
PRKACG OR2T3
PRKACG OR2T33
PRKACG OR2T34
PRKACG OR2T35
PRKACG OR2T4
PRKACG OR2T5
PRKACG OR2T6
PRKACG OR2T7
PRKACG OR2T8
PRKACG OR2V1
PRKACG OR2V2
PRKACG OR2W1
PRKACG OR2W3
PRKACG OR2W5
PRKACG OR2Y1
PRKACG OR2Z1
PRKACG OR3A1
PRKACG OR3A2
PRKACG OR3A3
PRKACG OR4A15
PRKACG OR4A16
PRKACG OR4A47
PRKACG OR4A5
PRKACG OR4B1
PRKACG OR4C11
PRKACG OR4C12
PRKACG OR4C13
PRKACG OR4C15
PRKACG OR4C16
PRKACG OR4C3
PRKACG OR4C45
PRKACG OR4C46
PRKACG OR4C5
PRKACG OR4C6
PRKACG OR4D1
PRKACG OR4D10
PRKACG OR4D11
PRKACG OR4D2
PRKACG OR4D5
PRKACG OR4D6
PRKACG OR4D9
PRKACG OR4E1
PRKACG OR4E2
PRKACG OR4F15
PRKACG OR4F16
PRKACG OR4F17
PRKACG OR4F21
PRKACG OR4F29
PRKACG OR4F3
PRKACG OR4F4
PRKACG OR4F5
PRKACG OR4F6
PRKACG OR4K1
PRKACG OR4K13
PRKACG OR4K14
PRKACG OR4K15
PRKACG OR4K17
PRKACG OR4K2
PRKACG OR4K3
PRKACG OR4K5
PRKACG OR4L1
PRKACG OR4M1
PRKACG OR4M2
PRKACG OR4N2
PRKACG OR4N4
PRKACG OR4N5
PRKACG OR4P4
PRKACG OR4Q2
PRKACG OR4Q3
PRKACG OR4S1
PRKACG OR4S2
PRKACG OR4X1
PRKACG OR4X2
PRKACG OR51A2
PRKACG OR51A4
PRKACG OR51A7
PRKACG OR51B2
PRKACG OR51B4
PRKACG OR51B5
PRKACG OR51B6
PRKACG OR51D1
PRKACG OR51E1
PRKACG OR51E2
PRKACG OR51F1
PRKACG OR51F2
PRKACG OR51G1
PRKACG OR51G2
PRKACG OR51H1
PRKACG OR51I1
PRKACG OR51I2
PRKACG OR51J1
PRKACG OR51L1
PRKACG OR51M1
PRKACG OR51Q1
PRKACG OR51S1
PRKACG OR51T1
PRKACG OR51V1
PRKACG OR52A1
PRKACG OR52A5
PRKACG OR52B2
PRKACG OR52B4
PRKACG OR52B6
PRKACG OR52D1
PRKACG OR52E1
PRKACG OR52E2
PRKACG OR52E4
PRKACG OR52E5
PRKACG OR52E6
PRKACG OR52E8
PRKACG OR52H1
PRKACG OR52I1
PRKACG OR52I2
PRKACG OR52J3
PRKACG OR52K1
PRKACG OR52K2
PRKACG OR52L1
PRKACG OR52M1
PRKACG OR52N1
PRKACG OR52N2
PRKACG OR52N4
PRKACG OR52N5
PRKACG OR52R1
PRKACG OR52W1
PRKACG OR52Z1
PRKACG OR56A1
PRKACG OR56A3
PRKACG OR56A4
PRKACG OR56A5
PRKACG OR56B1
PRKACG OR56B4
PRKACG OR5A1
PRKACG OR5A2
PRKACG OR5AC2
PRKACG OR5AK2
PRKACG OR5AL1
PRKACG OR5AN1
PRKACG OR5AP2
PRKACG OR5AR1
PRKACG OR5AS1
PRKACG OR5AU1
PRKACG OR5B12
PRKACG OR5B17
PRKACG OR5B2
PRKACG OR5B21
PRKACG OR5B3
PRKACG OR5C1
PRKACG OR5D13
PRKACG OR5D14
PRKACG OR5D16
PRKACG OR5D18
PRKACG OR5F1
PRKACG OR5H1
PRKACG OR5H14
PRKACG OR5H15
PRKACG OR5H2
PRKACG OR5H6
PRKACG OR5I1
PRKACG OR5J2
PRKACG OR5K1
PRKACG OR5K2
PRKACG OR5K3
PRKACG OR5K4
PRKACG OR5L1
PRKACG OR5L2
PRKACG OR5M1
PRKACG OR5M10
PRKACG OR5M11
PRKACG OR5M3
PRKACG OR5M8
PRKACG OR5M9
PRKACG OR5P2
PRKACG OR5P3
PRKACG OR5R1
PRKACG OR5T1
PRKACG OR5T2
PRKACG OR5T3
PRKACG OR5V1
PRKACG OR5W2
PRKACG OR6A2
PRKACG OR6B1
PRKACG OR6B2
PRKACG OR6B3
PRKACG OR6C1
PRKACG OR6C2
PRKACG OR6C3
PRKACG OR6C4
PRKACG OR6C6
PRKACG OR6C65
PRKACG OR6C68
PRKACG OR6C70
PRKACG OR6C74
PRKACG OR6C75
PRKACG OR6C76
PRKACG OR6F1
PRKACG OR6J1
PRKACG OR6K2
PRKACG OR6K3
PRKACG OR6K6
PRKACG OR6M1
PRKACG OR6N1
PRKACG OR6N2
PRKACG OR6P1
PRKACG OR6Q1
PRKACG OR6S1
PRKACG OR6T1
PRKACG OR6V1
PRKACG OR6X1
PRKACG OR6Y1
PRKACG OR7A10
PRKACG OR7A17
PRKACG OR7A5
PRKACG OR7C1
PRKACG OR7C2
PRKACG OR7D2
PRKACG OR7D4
PRKACG OR7E24
PRKACG OR7G1
PRKACG OR7G2
PRKACG OR7G3
PRKACG OR8A1
PRKACG OR8B12
PRKACG OR8B2
PRKACG OR8B3
PRKACG OR8B4
PRKACG OR8B8
PRKACG OR8D1
PRKACG OR8D2
PRKACG OR8D4
PRKACG OR8G1
PRKACG OR8G2P
PRKACG OR8G5
PRKACG OR8H1
PRKACG OR8H2
PRKACG OR8H3
PRKACG OR8I2
PRKACG OR8J1
PRKACG OR8J3
PRKACG OR8K1
PRKACG OR8K3
PRKACG OR8K5
PRKACG OR8S1
PRKACG OR8U1
